scenario_id,model,threshold_delta_uno_c,scenario_rate,replicates
STRESS_0161,A2,-0.05,0.08,100
STRESS_0161,A2,-0.06,0.04,100
STRESS_0161,A3,-0.01,0.5,100
STRESS_0161,A3,-0.02,0.37,100
STRESS_0161,A3,-0.03,0.26,100
STRESS_0161,A3,-0.04,0.14,100
STRESS_0161,A3,-0.05,0.09,100
STRESS_0161,A3,-0.06,0.08,100
STRESS_0162,A2,-0.01,0.07,100
STRESS_0162,A2,-0.02,0.06,100
STRESS_0162,A2,-0.03,0.02,100
STRESS_0162,A2,-0.04,0.02,100
STRESS_0162,A2,-0.05,0,100
STRESS_0162,A2,-0.06,0,100
STRESS_0162,A3,-0.01,0.98,100
STRESS_0162,A3,-0.02,0.9,100
STRESS_0162,A3,-0.03,0.8,100
STRESS_0162,A3,-0.04,0.67,100
STRESS_0162,A3,-0.05,0.51,100
STRESS_0162,A3,-0.06,0.35,100
STRESS_0163,A2,-0.01,0.09,100
STRESS_0163,A2,-0.02,0.05,100
STRESS_0163,A2,-0.03,0.04,100
STRESS_0163,A2,-0.04,0.02,100
STRESS_0163,A2,-0.05,0,100
STRESS_0163,A2,-0.06,0,100
STRESS_0163,A3,-0.01,0.86,100
STRESS_0163,A3,-0.02,0.78,100
STRESS_0163,A3,-0.03,0.6,100
STRESS_0163,A3,-0.04,0.47,100
STRESS_0163,A3,-0.05,0.35,100
STRESS_0163,A3,-0.06,0.24,100
STRESS_0164,A2,-0.01,0.14,100
STRESS_0164,A2,-0.02,0.09,100
STRESS_0164,A2,-0.03,0.07,100
STRESS_0164,A2,-0.04,0.02,100
STRESS_0164,A2,-0.05,0.01,100
STRESS_0164,A2,-0.06,0,100
STRESS_0164,A3,-0.01,0.84,100
STRESS_0164,A3,-0.02,0.74,100
STRESS_0164,A3,-0.03,0.6,100
STRESS_0164,A3,-0.04,0.5,100
STRESS_0164,A3,-0.05,0.28,100
STRESS_0164,A3,-0.06,0.23,100
STRESS_0165,A2,-0.01,0.15,100
STRESS_0165,A2,-0.02,0.09,100
STRESS_0165,A2,-0.03,0.07,100
STRESS_0165,A2,-0.04,0.04,100
STRESS_0165,A2,-0.05,0.02,100
STRESS_0165,A2,-0.06,0.01,100
STRESS_0165,A3,-0.01,0.99,100
STRESS_0165,A3,-0.02,0.95,100
STRESS_0165,A3,-0.03,0.85,100
STRESS_0165,A3,-0.04,0.71,100
STRESS_0165,A3,-0.05,0.59,100
STRESS_0165,A3,-0.06,0.42,100
STRESS_0166,A2,-0.01,0.17,100
STRESS_0166,A2,-0.02,0.13,100
STRESS_0166,A2,-0.03,0.07,100
STRESS_0166,A2,-0.04,0.04,100
STRESS_0166,A2,-0.05,0.02,100
STRESS_0166,A2,-0.06,0.01,100
STRESS_0166,A3,-0.01,0.88,100
STRESS_0166,A3,-0.02,0.82,100
STRESS_0166,A3,-0.03,0.7,100
STRESS_0166,A3,-0.04,0.55,100
STRESS_0166,A3,-0.05,0.4,100
STRESS_0166,A3,-0.06,0.25,100
STRESS_0167,A2,-0.01,0.1,100
STRESS_0167,A2,-0.02,0.07,100
STRESS_0167,A2,-0.03,0.04,100
STRESS_0167,A2,-0.04,0.04,100
STRESS_0167,A2,-0.05,0.02,100
STRESS_0167,A2,-0.06,0.01,100
STRESS_0167,A3,-0.01,0.82,100
STRESS_0167,A3,-0.02,0.69,100
STRESS_0167,A3,-0.03,0.54,100
STRESS_0167,A3,-0.04,0.37,100
STRESS_0167,A3,-0.05,0.29,100
STRESS_0167,A3,-0.06,0.2,100
STRESS_0168,A2,-0.01,0.11,100
STRESS_0168,A2,-0.02,0.06,100
STRESS_0168,A2,-0.03,0.04,100
STRESS_0168,A2,-0.04,0.02,100
STRESS_0168,A2,-0.05,0.01,100
STRESS_0168,A2,-0.06,0,100
STRESS_0168,A3,-0.01,0.92,100
STRESS_0168,A3,-0.02,0.88,100
STRESS_0168,A3,-0.03,0.79,100
STRESS_0168,A3,-0.04,0.67,100
STRESS_0168,A3,-0.05,0.51,100
STRESS_0168,A3,-0.06,0.36,100
STRESS_0169,A2,-0.01,0.15,100
STRESS_0169,A2,-0.02,0.08,100
STRESS_0169,A2,-0.03,0.05,100
STRESS_0169,A2,-0.04,0.03,100
STRESS_0169,A2,-0.05,0.01,100
STRESS_0169,A2,-0.06,0.01,100
STRESS_0169,A3,-0.01,0.96,100
STRESS_0169,A3,-0.02,0.83,100
STRESS_0169,A3,-0.03,0.69,100
STRESS_0169,A3,-0.04,0.57,100
STRESS_0169,A3,-0.05,0.46,100
STRESS_0169,A3,-0.06,0.31,100
STRESS_0170,A2,-0.01,0.16,100
STRESS_0170,A2,-0.02,0.1,100
STRESS_0170,A2,-0.03,0.05,100
STRESS_0170,A2,-0.04,0.03,100
STRESS_0170,A2,-0.05,0.03,100
STRESS_0170,A2,-0.06,0,100
STRESS_0170,A3,-0.01,0.87,100
STRESS_0170,A3,-0.02,0.64,100
STRESS_0170,A3,-0.03,0.54,100
STRESS_0170,A3,-0.04,0.38,100
STRESS_0170,A3,-0.05,0.26,100
STRESS_0170,A3,-0.06,0.18,100
STRESS_0171,A2,-0.01,0.15,100
STRESS_0171,A2,-0.02,0.08,100
STRESS_0171,A2,-0.03,0.06,100
STRESS_0171,A2,-0.04,0.01,100
STRESS_0171,A2,-0.05,0.01,100
STRESS_0171,A2,-0.06,0,100
STRESS_0171,A3,-0.01,0.85,100
STRESS_0171,A3,-0.02,0.76,100
STRESS_0171,A3,-0.03,0.64,100
STRESS_0171,A3,-0.04,0.47,100
STRESS_0171,A3,-0.05,0.39,100
STRESS_0171,A3,-0.06,0.27,100
STRESS_0172,A2,-0.01,0.08,100
STRESS_0172,A2,-0.02,0.07,100
STRESS_0172,A2,-0.03,0.02,100
STRESS_0172,A2,-0.04,0.02,100
STRESS_0172,A2,-0.05,0.01,100
STRESS_0172,A2,-0.06,0,100
STRESS_0172,A3,-0.01,0.98,100
STRESS_0172,A3,-0.02,0.98,100
STRESS_0172,A3,-0.03,0.97,100
STRESS_0172,A3,-0.04,0.95,100
STRESS_0172,A3,-0.05,0.89,100
STRESS_0172,A3,-0.06,0.75,100
STRESS_0173,A2,-0.01,0.09,100
STRESS_0173,A2,-0.02,0.05,100
STRESS_0173,A2,-0.03,0.03,100
STRESS_0173,A2,-0.04,0.01,100
STRESS_0173,A2,-0.05,0.01,100
STRESS_0173,A2,-0.06,0.01,100
STRESS_0173,A3,-0.01,1,100
STRESS_0173,A3,-0.02,1,100
STRESS_0173,A3,-0.03,1,100
STRESS_0173,A3,-0.04,0.97,100
STRESS_0173,A3,-0.05,0.96,100
STRESS_0173,A3,-0.06,0.93,100
STRESS_0174,A2,-0.01,0.16,100
STRESS_0174,A2,-0.02,0.09,100
STRESS_0174,A2,-0.03,0.05,100
STRESS_0174,A2,-0.04,0.02,100
STRESS_0174,A2,-0.05,0.02,100
STRESS_0174,A2,-0.06,0.01,100
STRESS_0174,A3,-0.01,0.87,100
STRESS_0174,A3,-0.02,0.78,100
STRESS_0174,A3,-0.03,0.65,100
STRESS_0174,A3,-0.04,0.52,100
STRESS_0174,A3,-0.05,0.42,100
STRESS_0174,A3,-0.06,0.3,100
STRESS_0175,A2,-0.01,0.29,100
STRESS_0175,A2,-0.02,0.22,100
STRESS_0175,A2,-0.03,0.14,100
STRESS_0175,A2,-0.04,0.08,100
STRESS_0175,A2,-0.05,0.06,100
STRESS_0175,A2,-0.06,0.04,100
STRESS_0175,A3,-0.01,1,100
STRESS_0175,A3,-0.02,0.99,100
STRESS_0175,A3,-0.03,0.96,100
STRESS_0175,A3,-0.04,0.92,100
STRESS_0175,A3,-0.05,0.86,100
STRESS_0175,A3,-0.06,0.77,100
STRESS_0176,A2,-0.01,0.2,100
STRESS_0176,A2,-0.02,0.16,100
STRESS_0176,A2,-0.03,0.13,100
STRESS_0176,A2,-0.04,0.11,100
STRESS_0176,A2,-0.05,0.05,100
STRESS_0176,A2,-0.06,0.03,100
STRESS_0176,A3,-0.01,0.99,100
STRESS_0176,A3,-0.02,0.99,100
STRESS_0176,A3,-0.03,0.99,100
STRESS_0176,A3,-0.04,0.98,100
STRESS_0176,A3,-0.05,0.96,100
STRESS_0176,A3,-0.06,0.94,100
STRESS_0177,A2,-0.01,0.33,100
STRESS_0177,A2,-0.02,0.3,100
STRESS_0177,A2,-0.03,0.21,100
STRESS_0177,A2,-0.04,0.16,100
STRESS_0177,A2,-0.05,0.1,100
STRESS_0177,A2,-0.06,0.08,100
STRESS_0177,A3,-0.01,0.86,100
STRESS_0177,A3,-0.02,0.71,100
STRESS_0177,A3,-0.03,0.46,100
STRESS_0177,A3,-0.04,0.36,100
STRESS_0177,A3,-0.05,0.25,100
STRESS_0177,A3,-0.06,0.18,100
STRESS_0178,A2,-0.01,0.28,100
STRESS_0178,A2,-0.02,0.2,100
STRESS_0178,A2,-0.03,0.15,100
STRESS_0178,A2,-0.04,0.11,100
STRESS_0178,A2,-0.05,0.09,100
STRESS_0178,A2,-0.06,0.08,100
STRESS_0178,A3,-0.01,0.97,100
STRESS_0178,A3,-0.02,0.94,100
STRESS_0178,A3,-0.03,0.94,100
STRESS_0178,A3,-0.04,0.87,100
STRESS_0178,A3,-0.05,0.79,100
STRESS_0178,A3,-0.06,0.66,100
STRESS_0179,A2,-0.01,0.33,100
STRESS_0179,A2,-0.02,0.28,100
STRESS_0179,A2,-0.03,0.21,100
STRESS_0179,A2,-0.04,0.13,100
STRESS_0179,A2,-0.05,0.09,100
STRESS_0179,A2,-0.06,0.06,100
STRESS_0179,A3,-0.01,0.99,100
STRESS_0179,A3,-0.02,0.99,100
STRESS_0179,A3,-0.03,0.99,100
STRESS_0179,A3,-0.04,0.98,100
STRESS_0179,A3,-0.05,0.94,100
STRESS_0179,A3,-0.06,0.89,100
